n,accuracy,hallucination_rate,accuracy_ci_low_bootstrap_examples,accuracy_ci_high_bootstrap_examples,ece,brier,parse_success_rate,refusal_rate,answer_rate,mean_latency_s,tokens_per_second,error_rate,model_id,benchmark,method,seed,evaluation_mode
300.0,0.12,0.88,0.08666666666666667,0.16,0.20666666666666667,0.20666666666666667,0.32666666666666666,0.0,1.0,0.5374237470328808,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,FEVER,dola_custom_gen,1,generation
300.0,0.49333333333333335,0.5066666666666666,0.44,0.5466666666666666,0.5066666666666666,0.5066666666666667,1.0,0.0,1.0,0.06498018140594164,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,FEVER,vanilla_custom_gen,1,generation
300.0,0.21333333333333335,0.7866666666666666,0.16666666666666666,0.26,0.08666666666666666,0.08666666666666667,0.3,0.0,1.0,0.47092394108573593,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,HaluEval-QA,dola_custom_gen,1,generation
300.0,0.7033333333333334,0.29666666666666663,0.6533333333333333,0.7566666666666667,0.29666666666666663,0.2966666666666667,1.0,0.0,1.0,0.07310545076926549,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,HaluEval-QA,vanilla_custom_gen,1,generation
149.0,0.6644295302013423,0.3355704697986577,0.5906040268456376,0.738255033557047,0.1677852348993289,0.16778523489932887,0.8322147651006712,0.0,1.0,0.26383878235648944,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,TruthfulQA-MC1,dola_custom_gen,1,generation
149.0,0.7449664429530202,0.25503355704697983,0.6778523489932886,0.8055369127516776,0.25503355704697983,0.2550335570469799,1.0,0.0,1.0,0.08039379119873047,0.0,0.0,Qwen/Qwen2.5-7B-Instruct,TruthfulQA-MC1,vanilla_custom_gen,1,generation
