n,accuracy,hallucination_rate,accuracy_ci_low_bootstrap_examples,accuracy_ci_high_bootstrap_examples,ece,brier,parse_success_rate,refusal_rate,answer_rate,mean_latency_s,tokens_per_second,iga_gamma_mean,iga_gamma_max,iga_gate_mean,iga_gate_max,iga_pattern_mean,iga_active_heads,error_rate,model_id,benchmark,method,seed,evaluation_mode
3.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.26968031128247577,0.26782042353818064,,0.0,1.0,0.15155176368231574,0.0,0.03220347687602043,0.03220546618103981,0.9307821989059448,0.9307830532391866,0.6926400264104208,4.0,0.0,hf-internal-testing/tiny-random-LlamaForCausalLM,SyntheticTruth,iga_mc,1,choice
3.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.26968031128247577,0.26782042353818064,,0.0,1.0,0.10536280561548968,0.0,,,,,,,0.0,hf-internal-testing/tiny-random-LlamaForCausalLM,SyntheticTruth,vanilla_mc,1,choice
